prompt_class,layer,head,mean_forman_curvature_mean,mean_forman_curvature_std,mean_forman_curvature_median,density_mean,density_std,density_median,n_edges_mean,n_edges_std,n_edges_median,lcc_size_mean,lcc_size_std,lcc_size_median,row_entropy_mean_mean,row_entropy_mean_std,row_entropy_mean_median,avg_shortest_path_lcc_mean,avg_shortest_path_lcc_std,avg_shortest_path_lcc_median,mean_forman_curvature_ci_lo,mean_forman_curvature_ci_hi,density_ci_lo,density_ci_hi,n_edges_ci_lo,n_edges_ci_hi,lcc_size_ci_lo,lcc_size_ci_hi,row_entropy_mean_ci_lo,row_entropy_mean_ci_hi,avg_shortest_path_lcc_ci_lo,avg_shortest_path_lcc_ci_hi
descriptive_baseline,0,10,50.491469618376236,6.3528283308725735,51.42393887601695,0.4796969696969697,0.022958420515000987,0.4818181818181818,54.7,2.0027758514399734,54.5,11.2,0.42163702135578396,11.0,1.258163174715909,0.07922316345698367,1.2495361328125,1.5443203913346586,0.15011574232717248,1.5144853721618854,46.55512443263064,53.79217070126357,0.4652992424242425,0.4910795454545454,53.6,56.0,11.0,11.5,1.2137734375,1.314599143288352,1.4680208642681494,1.6447591791988985
descriptive_baseline,0,11,-53.907552193718494,25.815646427694755,-41.50003923734256,0.24787878787878787,0.022350410805558534,0.2439393939393939,28.3,2.750757471437034,28.5,11.2,0.42163702135578396,11.0,0.44703130548650566,0.03928202959668471,0.45885148481889204,0.7101701795796271,0.100357062723061,0.7407738348003376,-70.50259497194949,-39.93675688785019,0.23515151515151506,0.2618181818181818,26.7,29.9,11.0,11.5,0.4232135835127397,0.46913924407958985,0.650534878461633,0.7655063100642235
descriptive_baseline,0,12,50.346577356250044,8.443813314622847,47.64569846967341,0.46045454545454545,0.015459001140223937,0.4636363636363636,52.7,4.945255863507525,51.0,11.2,0.42163702135578396,11.0,1.1406498579545454,0.14988815682168688,1.1170854048295453,1.3472922552512219,0.3753068269857118,1.281005431649636,45.48538236693009,55.34284163199986,0.4508977272727272,0.46863636363636363,50.1,55.9,11.0,11.5,1.0610310613458807,1.2236892200816762,1.1417147828733165,1.5561753608608397
descriptive_baseline,0,13,-37.63417077761703,35.152632302781335,-45.715473680692526,0.25151515151515147,0.02731945118444148,0.24999999999999994,28.7,3.0930028559098792,29.0,11.2,0.42163702135578396,11.0,0.5085850941051137,0.036297180722254574,0.509716796875,0.9488461889211534,0.11602665659388343,0.9559343803372932,-59.01608660694002,-17.633025064999057,0.23574999999999993,0.26728787878787874,26.8,30.4,11.0,11.5,0.48606495250355114,0.5292147272283382,0.8811186740247705,1.0151553527366186
descriptive_baseline,8,0,47.85250605124075,4.755379824054722,46.71812319974767,0.4948484848484848,0.006193822107780163,0.4962121212121212,56.6,4.477102237434882,55.0,11.2,0.42163702135578396,11.0,1.3323182262073865,0.06958863927174844,1.3444624467329547,1.6524513718633613,0.131283517759842,1.6677721793480647,45.17469664052493,50.615800406545475,0.4912121212121212,0.49833333333333335,54.3,59.6025,11.0,11.5,1.2879869218306106,1.3715601473721593,1.569508827165151,1.7279481320157968
descriptive_baseline,8,1,53.61236096093385,6.587711192624874,54.18242062935337,0.495,0.008690685090727271,0.5,56.6,4.27395211328656,55.0,11.2,0.42163702135578396,11.0,1.2267927689985796,0.12994339091313872,1.265478515625,1.2316224112732368,0.32022243366128783,1.2927607309109241,49.599623403699916,57.968097248225725,0.48954545454545456,0.5,54.4,59.402499999999996,11.0,11.5,1.1476391157670454,1.3008747059215198,1.0385775975434959,1.4089159934444868
descriptive_baseline,8,2,45.78860030474304,19.80892670538303,49.91502441696568,0.4795454545454545,0.01797369661542856,0.48787878787878786,54.8,4.022160834399562,54.0,11.2,0.42163702135578396,11.0,1.1443412642045454,0.04053340084366349,1.1403830788352272,1.790809596812237,0.07794246508163395,1.8102431634802951,32.07060148800836,56.03548758058402,0.46787500000000004,0.4890909090909091,52.597500000000004,57.402499999999996,11.0,11.5,1.1210281427556816,1.1685358997691762,1.7421971754465053,1.8351110453598305
descriptive_baseline,8,3,-84.91672203539781,113.39048321437606,-46.19771124474613,0.16249999999999998,0.05200457007458072,0.1666666666666666,6.8,3.0477678535099892,6.5,7.3,2.626785107312739,6.5,0.026721344709740368,0.035629889491411826,0.0094330142242739,0.2740117494806106,0.5328878288060042,0.00638180947739915,-162.17849953137375,-24.18856580682236,0.12997916666666667,0.19418749999999996,5.0,8.8,5.8,9.0,0.005053411548443815,0.049373997128198996,0.026630031353572885,0.6369134286852418
descriptive_baseline,8,4,43.74457314266214,5.207175693127043,41.62259723864038,0.5,0.0,0.5,57.2,4.638007234913623,55.0,11.2,0.42163702135578396,11.0,1.4310455877130681,0.0341366386430524,1.4270507812500002,1.7836623094226476,0.09393148944107331,1.7848900372431191,41.00356786250205,46.95315028259662,0.5,0.5,55.0,60.5,11.0,11.5,1.40896074329723,1.450896267977628,1.7270636175919816,1.8345551009328664
descriptive_baseline,8,5,9.86401923716167,8.959089611742398,8.816464314935095,0.3466666666666666,0.020413039319707678,0.3363636363636363,39.6,3.1340424729448424,38.5,11.2,0.42163702135578396,11.0,0.8715764825994319,0.0386083898150401,0.8783330743963068,1.5031110943645682,0.11847836370392938,1.513409004695668,4.532773951831982,15.629296469958987,0.33606060606060606,0.3578863636363636,37.7,41.4,11.0,11.5,0.8464491382945668,0.8924588428844106,1.4312112320199653,1.5666290575723256
descriptive_baseline,8,6,48.22026814293656,10.95182780358621,50.7306911851582,0.48,0.02051276164904084,0.48787878787878786,54.8,3.392802839999858,54.0,11.2,0.42163702135578396,11.0,1.1986046253551137,0.04020305270986326,1.2001464843749998,1.4927647464483078,0.09275039242322776,1.4995057999273333,41.75550236231634,55.34040363879205,0.4672651515151514,0.48878787878787877,53.3,57.2025,11.0,11.5,1.17494599498402,1.2219658425071023,1.4336424429665604,1.546577688935371
descriptive_baseline,8,7,-29.93693083234543,3.158136862031643,-30.26859909423214,0.16909090909090907,0.005984368987312559,0.1727272727272727,19.3,0.9486832980505137,19.0,11.2,0.42163702135578396,11.0,0.23211511785333805,0.011959448998665367,0.23223724365234374,0.35158139568726554,0.03971787828302669,0.33571583233290014,-31.460695902244602,-27.840508264951985,0.16545454545454544,0.17184090909090904,18.8,19.9,11.0,11.5,0.22529408264160158,0.23923737820712,0.3276957777735397,0.376379929638879
descriptive_baseline,8,8,27.530529195324373,8.773955138433458,29.389316376493255,0.3918181818181818,0.023561566882007504,0.39545454545454545,44.7,2.7100635498903793,45.0,11.2,0.42163702135578396,11.0,0.9518951970880682,0.041649958285060754,0.9494495738636364,1.5476131137872895,0.11122525007369562,1.5657680676793895,22.317917531373567,32.381386035864345,0.37817424242424236,0.40636363636363637,43.2,46.3,11.0,11.5,0.9286937089399858,0.9786756924715909,1.4771000750329168,1.6140466826710644
descriptive_baseline,8,9,33.03015663870079,20.786406109745226,39.424370352373806,0.44393939393939386,0.01597109929377969,0.4454545454545454,50.8,4.661902329879222,49.0,11.2,0.42163702135578396,11.0,1.1457253196022728,0.08976124629836861,1.1217529296875,1.4848117203298146,0.1372433188148053,1.4793640088242523,18.49956607450982,42.77950943651829,0.4336363636363636,0.45303030303030295,48.2,53.8,11.0,11.5,1.0945351673473012,1.2030542713512076,1.4119915925675395,1.5689851298615796
descriptive_baseline,8,10,39.43383489321519,11.326215027692772,34.91536862194849,0.4674242424242424,0.016493591709907034,0.46818181818181814,53.4,3.565264521898917,53.0,11.2,0.42163702135578396,11.0,1.1008763538707387,0.05195015068004928,1.1109741210937498,1.5950718417852265,0.1646682464061425,1.611557457767423,32.65050928543402,46.28925057706707,0.4583333333333332,0.4763636363636364,51.3,55.7,11.0,11.5,1.0689452903053978,1.1307582924582742,1.4934542576305838,1.6853560865683406
descriptive_baseline,8,11,38.788949533016186,9.625416855648655,39.8177793494787,0.4762121212121212,0.013439468909101988,0.4818181818181818,54.4,3.4058772731852804,53.0,11.2,0.42163702135578396,11.0,1.2218088600852273,0.02693197508828315,1.2263139204545455,1.9462998879228757,0.0857193006441135,1.9184573014332376,32.67283491589444,44.94220995285972,0.4681780303030303,0.4830378787878788,52.6,56.6,11.0,11.5,1.2048013583096593,1.2375346124822444,1.8989959845279258,1.9984402695730783
descriptive_baseline,8,12,22.853568607968434,11.265427902305754,23.87920748869658,0.41818181818181815,0.027254015279256624,0.41818181818181815,47.7,2.9458068127047605,48.0,11.2,0.42163702135578396,11.0,1.0792158647017045,0.04941161718804634,1.0813232421875,1.7134081424374916,0.09196514400324998,1.703196052017258,16.64347345070751,29.07855237692956,0.403030303030303,0.433030303030303,45.8,49.3,11.0,11.5,1.050681729403409,1.1064651378284804,1.6586228952475444,1.7676561209209614
descriptive_baseline,8,13,26.109558887067635,17.841267922190983,28.633029291634074,0.4216666666666666,0.021140451314178823,0.4272727272727272,48.1,2.3309511649396124,48.0,11.2,0.42163702135578396,11.0,1.0450945490056818,0.06879123446487555,1.03388671875,1.4608387496476967,0.1964087507330054,1.4261045123386658,14.027522365761682,35.77472701871207,0.4078712121212121,0.4328787878787878,46.8,49.5,11.0,11.5,1.0064047962535512,1.0878742564808237,1.3417510434128979,1.5754088496510212
descriptive_baseline,15,0,45.844761767597696,4.98243920629363,44.119339996697676,0.48378787878787877,0.009530612157951625,0.4818181818181818,55.4,5.378971401051816,53.0,11.2,0.42163702135578396,11.0,1.3335422585227272,0.08233209894193329,1.334814453125,1.6625073822818315,0.18805891374753758,1.6988257017592538,43.163384571821034,48.976451821380344,0.47818181818181815,0.48909469696969693,52.697500000000005,59.1,11.0,11.5,1.2835443892045455,1.381237870649858,1.5426756216858106,1.7632971871214262
descriptive_baseline,15,1,51.13110105722524,7.478501587669663,52.94695619472638,0.4843939393939394,0.00646977385046459,0.4833333333333333,55.4,4.3256341860022225,54.0,11.2,0.42163702135578396,11.0,1.2263316761363636,0.04024008627117008,1.2271240234375,1.6426277305942005,0.0756054447806953,1.6241166370483668,46.727960110187674,55.250813283799125,0.48045454545454547,0.4880303030303031,53.2,58.4,11.0,11.5,1.2006578813032671,1.2508952303799714,1.598260770598544,1.6875919349255717
descriptive_baseline,15,2,-47.838845751575136,16.083284009411994,-53.42063051033236,0.1751515151515151,0.006193822107780175,0.1727272727272727,20.0,1.1547005383792528,20.0,11.2,0.42163702135578396,11.0,0.2175124844637784,0.019288116828632965,0.22174987792968748,0.2805611751650421,0.036213645365022334,0.2791589825765079,-57.66716518588272,-38.0843062018557,0.17151515151515145,0.17849242424242423,19.4,20.7,11.0,11.5,0.20543414306640623,0.22882291204279118,0.2582203140151961,0.3032227935553583
descriptive_baseline,15,3,54.70791535063754,7.243776931187994,56.49623769681142,0.48954545454545456,0.01396809371665794,0.4954545454545455,55.9,3.0349812373573424,55.0,11.2,0.42163702135578396,11.0,1.2223541814630683,0.03799622408352897,1.22685546875,1.6988736876410584,0.09313208518441607,1.7131640424408672,49.97546564958187,58.17915335383401,0.4813636363636363,0.4963636363636364,54.3,58.0,11.0,11.5,1.198579512162642,1.242079922762784,1.6361739033380267,1.742283407092523
